[ 1932.084780]       6646-dbg: before sleep
[ 1934.376795]       7216-dbg:dbg_thread looping...
[ 1934.376798]       7217-dbg:dbg_thread looping end
[ 1934.376800]       7218-dbg: before sleep
[ 1934.392787]       7219-dbg: after sleep
[ 1934.392792]       7220-dbg:dbg_thread looping...
[ 1934.392794]       7221-dbg:dbg_thread looping end
[ 1934.392796]       7222-dbg: before sleep
[ 1934.408778]       7223-dbg: after sleep
[ 1934.408782]       7224-dbg:dbg_thread looping...
[ 1934.408785]       7225-dbg:dbg_thread looping end
[ 1934.408787]       7226-dbg: before sleep
[ 1934.424797]       7227-dbg: after sleep
[ 1934.424803]       7228-dbg:dbg_thread looping...
[ 1934.424806]       7229-dbg:dbg_thread looping end
[ 1934.424809]       7230-dbg: before sleep
[ 1934.440807]       7231-dbg: after sleep
[ 1934.440813]       7232-dbg:dbg_thread looping...
[ 1934.440816]       7233-dbg:dbg_thread looping end
[ 1934.440818]       7234-dbg: before sleep
[ 1934.456779]       7235-dbg: after sleep
[ 1934.456783]       7236-dbg:dbg_thread looping...
[ 1934.456785]       7237-dbg:dbg_thread looping end
[ 1934.456787]       7238-dbg: before sleep
[ 1934.472785]       7239-dbg: after sleep
[ 1934.472788]       7240-dbg:dbg_thread looping...
[ 1934.472790]       7241-dbg:dbg_thread looping end
[ 1934.472792]       7242-dbg: before sleep
[ 1934.488787]       7243-dbg: after sleep
[ 1934.488791]       7244-dbg:dbg_thread looping...
[ 1934.488793]       7245-dbg:dbg_thread looping end
[ 1934.488795]       7246-dbg: before sleep
[ 1934.504795]       7247-dbg: after sleep
[ 1934.504799]       7248-dbg:dbg_thread looping...
[ 1934.504801]       7249-dbg:dbg_thread looping end
[ 1934.504803]       7250-dbg: before sleep
[ 1934.520783]       7251-dbg: after sleep
[ 1934.520787]       7252-dbg:dbg_thread looping...
[ 1934.520789]       7253-dbg:dbg_thread looping end
[ 1934.520791]       7254-dbg: before sleep
[ 1934.536800]       7255-dbg: after sleep
[ 1934.536804]       7256-dbg:dbg_thread looping...
[ 1934.536807]       7257-dbg:dbg_thread looping end
[ 1934.536809]       7258-dbg: before sleep
[ 1934.552778]       7259-dbg: after sleep
[ 1934.552781]       7260-dbg:dbg_thread looping...
[ 1934.552783]       7261-dbg:dbg_thread looping end
[ 1934.552785]       7262-dbg: before sleep
[ 1934.568783]       7263-dbg: after sleep
[ 1934.568786]       7264-dbg:dbg_thread looping...
[ 1934.568789]       7265-dbg:dbg_thread looping end
[ 1934.568791]       7266-dbg: before sleep
[ 1934.584801]       7267-dbg: after sleep
[ 1934.584805]       7268-dbg:dbg_thread looping...
[ 1934.584807]       7269-dbg:dbg_thread looping end
[ 1934.584809]       7270-dbg: before sleep
[ 1934.600780]       7271-dbg: after sleep
[ 1934.600784]       7272-dbg:dbg_thread looping...
[ 1934.600787]       7273-dbg:dbg_thread looping end
[ 1934.600788]       7274-dbg: before sleep
[ 1934.616794]       7275-dbg: after sleep
[ 1934.616797]       7276-dbg:dbg_thread looping...
[ 1934.616800]       7277-dbg:dbg_thread looping end
[ 1934.616801]       7278-dbg: before sleep
[ 1934.632788]       7279-dbg: after sleep
[ 1934.632791]       7280-dbg:dbg_thread looping...
[ 1934.632793]       7281-dbg:dbg_thread looping end
[ 1934.632795]       7282-dbg: before sleep
[ 1934.648785]       7283-dbg: after sleep
[ 1934.648789]       7284-dbg:dbg_thread looping...
[ 1934.648791]       7285-dbg:dbg_thread looping end
[ 1934.648793]       7286-dbg: before sleep
[ 1934.664807]       7287-dbg: after sleep
[ 1934.664812]       7288-dbg:dbg_thread looping...
[ 1934.664814]       7289-dbg:dbg_thread looping end
[ 1934.664816]       7290-dbg: before sleep
[ 1934.680805]       7291-dbg: after sleep
[ 1934.680809]       7292-dbg:dbg_thread looping...
[ 1934.680811]       7293-dbg:dbg_thread looping end
[ 1934.680813]       7294-dbg: before sleep
[ 1934.696790]       7295-dbg: after sleep
[ 1934.696795]       7296-dbg:dbg_thread looping...
[ 1934.696797]       7297-dbg:dbg_thread looping end
[ 1934.696799]       7298-dbg: before sleep
[ 1934.712799]       7299-dbg: after sleep
[ 1934.712802]       7300-dbg:dbg_thread looping...
[ 1934.712804]       7301-dbg:dbg_thread looping end
[ 1934.712806]       7302-dbg: before sleep
[ 1934.728789]       7303-dbg: after sleep
[ 1934.728792]       7304-dbg:dbg_thread looping...
[ 1934.728795]       7305-dbg:dbg_thread looping end
[ 1934.728796]       7306-dbg: before sleep
[ 1934.744799]       7307-dbg: after sleep
[ 1934.744804]       7308-dbg:dbg_thread looping...
[ 1934.744806]       7309-dbg:dbg_thread looping end
[ 1934.744808]       7310-dbg: before sleep
[ 1934.760798]       7311-dbg: after sleep
[ 1934.760802]       7312-dbg:dbg_thread looping...
[ 1934.760804]       7313-dbg:dbg_thread looping end
[ 1934.760806]       7314-dbg: before sleep
[ 1934.776797]       7315-dbg: after sleep
[ 1934.776800]       7316-dbg:dbg_thread looping...
[ 1934.776802]       7317-dbg:dbg_thread looping end
[ 1934.776804]       7318-dbg: before sleep
[ 1934.792788]       7319-dbg: after sleep
[ 1934.792791]       7320-dbg:dbg_thread looping...
[ 1934.792793]       7321-dbg:dbg_thread looping end
[ 1934.792795]       7322-dbg: before sleep
[ 1934.808786]       7323-dbg: after sleep
[ 1934.808789]       7324-dbg:dbg_thread looping...
[ 1934.808791]       7325-dbg:dbg_thread looping end
[ 1934.808793]       7326-dbg: before sleep
[ 1934.824811]       7327-dbg: after sleep
[ 1934.824815]       7328-dbg:dbg_thread looping...
[ 1934.824817]       7329-dbg:dbg_thread looping end
[ 1934.824819]       7330-dbg: before sleep
[ 1934.840794]       7331-dbg: after sleep
[ 1934.840798]       7332-dbg:dbg_thread looping...
[ 1934.840800]       7333-dbg:dbg_thread looping end
[ 1934.840802]       7334-dbg: before sleep
[ 1934.856795]       7335-dbg: after sleep
[ 1934.856798]       7336-dbg:dbg_thread looping...
[ 1934.856800]       7337-dbg:dbg_thread looping end
[ 1934.856802]       7338-dbg: before sleep
[ 1934.872805]       7339-dbg: after sleep
[ 1934.872809]       7340-dbg:dbg_thread looping...
[ 1934.872811]       7341-dbg:dbg_thread looping end
[ 1934.872813]       7342-dbg: before sleep
[ 1934.888835]       7343-dbg: after sleep
[ 1934.888840]       7344-dbg:dbg_thread looping...
[ 1934.888843]       7345-dbg:dbg_thread looping end
[ 1934.888845]       7346-dbg: before sleep
[ 1934.904799]       7347-dbg: after sleep
[ 1934.904803]       7348-dbg:dbg_thread looping...
[ 1934.904805]       7349-dbg:dbg_thread looping end
[ 1934.904807]       7350-dbg: before sleep
[ 1934.920796]       7351-dbg: after sleep
[ 1934.920800]       7352-dbg:dbg_thread looping...
[ 1934.920802]       7353-dbg:dbg_thread looping end
[ 1934.920804]       7354-dbg: before sleep
[ 1934.936786]       7355-dbg: after sleep
[ 1934.936790]       7356-dbg:dbg_thread looping...
[ 1934.936792]       7357-dbg:dbg_thread looping end
[ 1934.936794]       7358-dbg: before sleep
[ 1934.952796]       7359-dbg: after sleep
[ 1934.952799]       7360-dbg:dbg_thread looping...
[ 1934.952801]       7361-dbg:dbg_thread looping end
[ 1934.952803]       7362-dbg: before sleep
[ 1934.968797]       7363-dbg: after sleep
[ 1934.968801]       7364-dbg:dbg_thread looping...
[ 1934.968803]       7365-dbg:dbg_thread looping end
[ 1934.968805]       7366-dbg: before sleep
[ 1934.984788]       7367-dbg: after sleep
[ 1934.984792]       7368-dbg:dbg_thread looping...
[ 1934.984794]       7369-dbg:dbg_thread looping end
[ 1934.984796]       7370-dbg: before sleep
[ 1935.000799]       7371-dbg: after sleep
[ 1935.000803]       7372-dbg:dbg_thread looping...
[ 1935.000805]       7373-dbg:dbg_thread looping end
[ 1935.000807]       7374-dbg: before sleep
[ 1935.016790]       7375-dbg: after sleep
[ 1935.016794]       7376-dbg:dbg_thread looping...
[ 1935.016796]       7377-dbg:dbg_thread looping end
[ 1935.016798]       7378-dbg: before sleep
[ 1935.032810]       7379-dbg: after sleep
[ 1935.032814]       7380-dbg:dbg_thread looping...
[ 1935.032816]       7381-dbg:dbg_thread looping end
[ 1935.032818]       7382-dbg: before sleep
[ 1935.048792]       7383-dbg: after sleep
[ 1935.048795]       7384-dbg:dbg_thread looping...
[ 1935.048797]       7385-dbg:dbg_thread looping end
[ 1935.048799]       7386-dbg: before sleep
[ 1935.064799]       7387-dbg: after sleep
[ 1935.064802]       7388-dbg:dbg_thread looping...
[ 1935.064805]       7389-dbg:dbg_thread looping end
[ 1935.064806]       7390-dbg: before sleep
[ 1935.080808]       7391-dbg: after sleep
[ 1935.080812]       7392-dbg:dbg_thread looping...
[ 1935.080814]       7393-dbg:dbg_thread looping end
[ 1935.080816]       7394-dbg: before sleep
[ 1935.096805]       7395-dbg: after sleep
[ 1935.096808]       7396-dbg:dbg_thread looping...
[ 1935.096810]       7397-dbg:dbg_thread looping end
[ 1935.096812]       7398-dbg: before sleep
[ 1935.112795]       7399-dbg: after sleep
[ 1935.112799]       7400-dbg:dbg_thread looping...
[ 1935.112801]       7401-dbg:dbg_thread looping end
[ 1935.112803]       7402-dbg: before sleep
[ 1935.128794]       7403-dbg: after sleep
[ 1935.128797]       7404-dbg:dbg_thread looping...
[ 1935.128799]       7405-dbg:dbg_thread looping end
[ 1935.128801]       7406-dbg: before sleep
[ 1935.144794]       7407-dbg: after sleep
[ 1935.144798]       7408-dbg:dbg_thread looping...
[ 1935.144800]       7409-dbg:dbg_thread looping end
[ 1935.144802]       7410-dbg: before sleep
[ 1935.160803]       7411-dbg: after sleep
[ 1935.160806]       7412-dbg:dbg_thread looping...
[ 1935.160808]       7413-dbg:dbg_thread looping end
[ 1935.160810]       7414-dbg: before sleep
[ 1935.176802]       7415-dbg: after sleep
[ 1935.176805]       7416-dbg:dbg_thread looping...
[ 1935.176807]       7417-dbg:dbg_thread looping end
[ 1935.176809]       7418-dbg: before sleep
[ 1935.192792]       7419-dbg: after sleep
[ 1935.192795]       7420-dbg:dbg_thread looping...
[ 1935.192798]       7421-dbg:dbg_thread looping end
[ 1935.192799]       7422-dbg: before sleep
[ 1935.208797]       7423-dbg: after sleep
[ 1935.208800]       7424-dbg:dbg_thread looping...
[ 1935.208802]       7425-dbg:dbg_thread looping end
[ 1935.208804]       7426-dbg: before sleep
[ 1935.224796]       7427-dbg: after sleep
[ 1935.224800]       7428-dbg:dbg_thread looping...
[ 1935.224802]       7429-dbg:dbg_thread looping end
[ 1935.224803]       7430-dbg: before sleep
[ 1935.240794]       7431-dbg: after sleep
[ 1935.240798]       7432-dbg:dbg_thread looping...
[ 1935.240800]       7433-dbg:dbg_thread looping end
[ 1935.240802]       7434-dbg: before sleep
[ 1935.256799]       7435-dbg: after sleep
[ 1935.256802]       7436-dbg:dbg_thread looping...
[ 1935.256804]       7437-dbg:dbg_thread looping end
[ 1935.256806]       7438-dbg: before sleep
[ 1935.272807]       7439-dbg: after sleep
[ 1935.272811]       7440-dbg:dbg_thread looping...
[ 1935.272813]       7441-dbg:dbg_thread looping end
[ 1935.272815]       7442-dbg: before sleep
[ 1935.288803]       7443-dbg: after sleep
[ 1935.288807]       7444-dbg:dbg_thread looping...
[ 1935.288809]       7445-dbg:dbg_thread looping end
[ 1935.288811]       7446-dbg: before sleep
[ 1935.304804]       7447-dbg: after sleep
[ 1935.304807]       7448-dbg:dbg_thread looping...
[ 1935.304810]       7449-dbg:dbg_thread looping end
[ 1935.304811]       7450-dbg: before sleep
[ 1935.320802]       7451-dbg: after sleep
[ 1935.320805]       7452-dbg:dbg_thread looping...
[ 1935.320808]       7453-dbg:dbg_thread looping end
[ 1935.320809]       7454-dbg: before sleep
[ 1935.337101]       7455-dbg: after sleep
[ 1935.337105]       7456-dbg:dbg_thread looping...
[ 1935.337107]       7457-dbg:dbg_thread looping end
[ 1935.337109]       7458-dbg: before sleep
[ 1935.352821]       7459-dbg: after sleep
[ 1935.352825]       7460-dbg:dbg_thread looping...
[ 1935.352828]       7461-dbg:dbg_thread looping end
[ 1935.352830]       7462-dbg: before sleep
[ 1935.368817]       7463-dbg: after sleep
[ 1935.368822]       7464-dbg:dbg_thread looping...
[ 1935.368824]       7465-dbg:dbg_thread looping end
[ 1935.368826]       7466-dbg: before sleep
[ 1935.384831]       7467-dbg: after sleep
[ 1935.384836]       7468-dbg:dbg_thread looping...
[ 1935.384838]       7469-dbg:dbg_thread looping end
[ 1935.384840]       7470-dbg: before sleep
[ 1935.400812]       7471-dbg: after sleep
[ 1935.400816]       7472-dbg:dbg_thread looping...
[ 1935.400819]       7473-dbg:dbg_thread looping end
[ 1935.400821]       7474-dbg: before sleep
[ 1935.416831]       7475-dbg: after sleep
[ 1935.416837]       7476-dbg:dbg_thread looping...
[ 1935.416839]       7477-dbg:dbg_thread looping end
[ 1935.416841]       7478-dbg: before sleep
[ 1935.432843]       7479-dbg: after sleep
[ 1935.432849]       7480-dbg:dbg_thread looping...
[ 1935.432851]       7481-dbg:dbg_thread looping end
[ 1935.432853]       7482-dbg: before sleep
[ 1935.448820]       7483-dbg: after sleep
[ 1935.448826]       7484-dbg:dbg_thread looping...
[ 1935.448828]       7485-dbg:dbg_thread looping end
[ 1935.448830]       7486-dbg: before sleep
[ 1935.464805]       7487-dbg: after sleep
[ 1935.464809]       7488-dbg:dbg_thread looping...
[ 1935.464811]       7489-dbg:dbg_thread looping end
[ 1935.464812]       7490-dbg: before sleep
[ 1935.468926]       7491-dbg:this is test timer
[ 1935.468934]       7492-dbg:test timer over
[ 1935.468952]       7493-dbg:this is tx_work_queue
[ 1935.468954]       7494-dbg:tx_work_queue looping...
[ 1935.480823]       7495-dbg: after sleep
[ 1935.480828]       7496-dbg:dbg_thread looping...
[ 1935.480830]       7497-dbg:dbg_thread looping end
[ 1935.480831]       7498-dbg: before sleep
[ 1935.496789]       7499-dbg: after sleep
[ 1935.496793]       7500-dbg:dbg_thread looping...
[ 1935.496795]       7501-dbg:dbg_thread looping end
[ 1935.496796]       7502-dbg: before sleep
[ 1935.512860]       7503-dbg: after sleep
[ 1935.512863]       7504-dbg:dbg_thread looping...
[ 1935.512865]       7505-dbg:dbg_thread looping end
[ 1935.512866]       7506-dbg: before sleep
[ 1935.532797]       7507-dbg: after sleep
[ 1935.532802]       7508-dbg:dbg_thread looping...
[ 1935.532804]       7509-dbg:dbg_thread looping end
[ 1935.532805]       7510-dbg: before sleep
[ 1935.548794]       7511-dbg: after sleep
[ 1935.548798]       7512-dbg:dbg_thread looping...
[ 1935.548800]       7513-dbg:dbg_thread looping end
[ 1935.548802]       7514-dbg: before sleep
[ 1935.568800]       7515-dbg: after sleep
[ 1935.568803]       7516-dbg:dbg_thread looping...
[ 1935.568805]       7517-dbg:dbg_thread looping end
[ 1935.568807]       7518-dbg: before sleep
[ 1935.584837]       7519-dbg: after sleep
[ 1935.584841]       7520-dbg:dbg_thread looping...
[ 1935.584843]       7521-dbg:dbg_thread looping end
[ 1935.584844]       7522-dbg: before sleep
[ 1935.600815]       7523-dbg: after sleep
[ 1935.600819]       7524-dbg:dbg_thread looping...
[ 1935.600821]       7525-dbg:dbg_thread looping end
[ 1935.600823]       7526-dbg: before sleep
[ 1935.616802]       7527-dbg: after sleep
[ 1935.616805]       7528-dbg:dbg_thread looping...
[ 1935.616807]       7529-dbg:dbg_thread looping end
[ 1935.616809]       7530-dbg: before sleep
[ 1935.632807]       7531-dbg: after sleep
[ 1935.632810]       7532-dbg:dbg_thread looping...
[ 1935.632812]       7533-dbg:dbg_thread looping end
[ 1935.632813]       7534-dbg: before sleep
[ 1935.648810]       7535-dbg: after sleep
[ 1935.648814]       7536-dbg:dbg_thread looping...
[ 1935.648815]       7537-dbg:dbg_thread looping end
[ 1935.648817]       7538-dbg: before sleep
[ 1935.664822]       7539-dbg: after sleep
[ 1935.664826]       7540-dbg:dbg_thread looping...
[ 1935.664828]       7541-dbg:dbg_thread looping end
[ 1935.664830]       7542-dbg: before sleep
[ 1935.680806]       7543-dbg: after sleep
[ 1935.680810]       7544-dbg:dbg_thread looping...
[ 1935.680811]       7545-dbg:dbg_thread looping end
[ 1935.680813]       7546-dbg: before sleep
[ 1935.696800]       7547-dbg: after sleep
[ 1935.696803]       7548-dbg:dbg_thread looping...
[ 1935.696805]       7549-dbg:dbg_thread looping end
[ 1935.696806]       7550-dbg: before sleep
[ 1935.712804]       7551-dbg: after sleep
[ 1935.712807]       7552-dbg:dbg_thread looping...
[ 1935.712809]       7553-dbg:dbg_thread looping end
[ 1935.712811]       7554-dbg: before sleep
[ 1935.728805]       7555-dbg: after sleep
[ 1935.728807]       7556-dbg:dbg_thread looping...
[ 1935.728809]       7557-dbg:dbg_thread looping end
[ 1935.728810]       7558-dbg: before sleep
[ 1935.744817]       7559-dbg: after sleep
[ 1935.744821]       7560-dbg:dbg_thread looping...
[ 1935.744823]       7561-dbg:dbg_thread looping end
[ 1935.744825]       7562-dbg: before sleep
[ 1935.760813]       7563-dbg: after sleep
[ 1935.760817]       7564-dbg:dbg_thread looping...
[ 1935.760819]       7565-dbg:dbg_thread looping end
[ 1935.760821]       7566-dbg: before sleep
[ 1935.776813]       7567-dbg: after sleep
[ 1935.776817]       7568-dbg:dbg_thread looping...
[ 1935.776818]       7569-dbg:dbg_thread looping end
[ 1935.776820]       7570-dbg: before sleep
[ 1935.792808]       7571-dbg: after sleep
[ 1935.792811]       7572-dbg:dbg_thread looping...
[ 1935.792812]       7573-dbg:dbg_thread looping end
[ 1935.792814]       7574-dbg: before sleep
[ 1935.808816]       7575-dbg: after sleep
[ 1935.808819]       7576-dbg:dbg_thread looping...
[ 1935.808821]       7577-dbg:dbg_thread looping end
[ 1935.808822]       7578-dbg: before sleep
[ 1935.824804]       7579-dbg: after sleep
[ 1935.824807]       7580-dbg:dbg_thread looping...
[ 1935.824808]       7581-dbg:dbg_thread looping end
[ 1935.824809]       7582-dbg: before sleep
[ 1935.840806]       7583-dbg: after sleep
